feature,overall_corr,male_corr,female_corr,abs_overall_corr,abs_male_corr,abs_female_corr,corr_gap,abs_corr_gap
cg04203453,0.0758681598604212,0.08224371621756174,0.06050896987160232,0.0758681598604212,0.08224371621756174,0.06050896987160232,0.02173474634595942,0.02173474634595942
cg27637738,-0.32006802486982555,-0.2466027059299918,-0.3397926616046889,0.32006802486982555,0.2466027059299918,0.3397926616046889,0.0931899556746971,0.0931899556746971
cg01962758,0.011073249835336882,0.017885405303920833,0.0096643581027823,0.011073249835336882,0.017885405303920833,0.0096643581027823,0.008221047201138533,0.008221047201138533
cg01515515,-0.06028197049888389,-0.06871921174307521,-0.060859768503269004,0.06028197049888389,0.06871921174307521,0.060859768503269004,-0.00785944323980621,0.00785944323980621
cg16299665,-0.0093205233120876,-0.016661446430647847,-0.017519907808751088,0.0093205233120876,0.016661446430647847,0.017519907808751088,0.000858461378103241,0.000858461378103241
cg04847649,-0.22018205849883205,-0.21153881268151456,-0.24535465747238613,0.22018205849883205,0.21153881268151456,0.24535465747238613,0.033815844790871574,0.033815844790871574
cg16400196,-0.12599641296237032,-0.13512232205907837,-0.11965706023244828,0.12599641296237032,0.13512232205907837,0.11965706023244828,-0.015465261826630092,0.015465261826630092
cg24174608,-0.15922467197324253,-0.14293305269041784,-0.16644094903236445,0.15922467197324253,0.14293305269041784,0.16644094903236445,0.02350789634194661,0.02350789634194661
cg20613639,-0.07937938853336003,-0.12866981667930033,-0.05265010985399202,0.07937938853336003,0.12866981667930033,0.05265010985399202,-0.07601970682530831,0.07601970682530831
cg27479634,-0.13516329970134616,-0.09525617113115255,-0.10778975941960124,0.13516329970134616,0.09525617113115255,0.10778975941960124,0.012533588288448694,0.012533588288448694
cg27496296,-0.06178425412129854,-0.1041470813723452,-0.06527077769960671,0.06178425412129854,0.1041470813723452,0.06527077769960671,-0.03887630367273849,0.03887630367273849
cg18208707,0.307072507036221,0.2537863976979537,0.33582402657467403,0.307072507036221,0.2537863976979537,0.33582402657467403,-0.08203762887672034,0.08203762887672034
cg14485514,-0.05694676342249909,-0.01602817773865379,-0.06805923714163102,0.05694676342249909,0.01602817773865379,0.06805923714163102,0.05203105940297723,0.05203105940297723
cg01997759,-0.06671766835731531,0.06599635899346572,-0.09601796829714986,0.06671766835731531,0.06599635899346572,0.09601796829714986,0.16201432729061557,0.16201432729061557
cg10462998,0.10769512904076221,0.0927617476815077,0.08631478507884663,0.10769512904076221,0.0927617476815077,0.08631478507884663,0.006446962602661074,0.006446962602661074
cg11583863,-0.0312587407492562,0.0775760565680883,-0.05409309162878635,0.0312587407492562,0.0775760565680883,0.05409309162878635,0.13166914819687464,0.13166914819687464
cg26391702,0.11954569793535118,0.12846057123419743,0.1105503698735234,0.11954569793535118,0.12846057123419743,0.1105503698735234,0.017910201360674033,0.017910201360674033
cg02164225,0.25074418170920865,0.18625763949503352,0.28606584313500966,0.25074418170920865,0.18625763949503352,0.28606584313500966,-0.09980820363997614,0.09980820363997614
cg03254928,0.0017057897557225617,0.03906038356739691,-0.03596557432475023,0.0017057897557225617,0.03906038356739691,0.03596557432475023,0.07502595789214714,0.07502595789214714
cg02016772,0.06400533825392325,0.07089391863448202,0.028367141828366114,0.06400533825392325,0.07089391863448202,0.028367141828366114,0.04252677680611591,0.04252677680611591
cg16201146,-0.46339242553521764,-0.42856220043525367,-0.4774286405252023,0.46339242553521764,0.42856220043525367,0.4774286405252023,0.048866440089948615,0.048866440089948615
cg16002929,-0.189958599278002,-0.16267719059609015,-0.20695936764685627,0.189958599278002,0.16267719059609015,0.20695936764685627,0.04428217705076612,0.04428217705076612
cg09950423,-0.10025405001707091,-0.058370281312963464,-0.1110561491450829,0.10025405001707091,0.058370281312963464,0.1110561491450829,0.05268586783211943,0.05268586783211943
cg01653532,-0.08127658475590434,-0.07636629878721374,-0.08749954230216084,0.08127658475590434,0.07636629878721374,0.08749954230216084,0.0111332435149471,0.0111332435149471
cg27255502,-0.08714867818939774,0.002249904774016143,-0.11708971898440634,0.08714867818939774,0.002249904774016143,0.11708971898440634,0.11933962375842248,0.11933962375842248
cg16038738,-0.09223427828984894,-0.15433544489924064,-0.04779554273523253,0.09223427828984894,0.15433544489924064,0.04779554273523253,-0.1065399021640081,0.1065399021640081
cg23726831,-0.12570034034031496,-0.12194802935884763,-0.12048493908850806,0.12570034034031496,0.12194802935884763,0.12048493908850806,-0.0014630902703395704,0.0014630902703395704
cg13470673,-0.09393615877503796,-0.04470582075113005,-0.10856043880086774,0.09393615877503796,0.04470582075113005,0.10856043880086774,0.06385461804973769,0.06385461804973769
cg02511315,-0.09163417044396202,-0.1977185040753117,-0.04824259501077548,0.09163417044396202,0.1977185040753117,0.04824259501077548,-0.14947590906453623,0.14947590906453623
cg12845682,-0.024239941649523977,-0.0909063523724519,-0.0011487389662614797,0.024239941649523977,0.0909063523724519,0.0011487389662614797,-0.08975761340619041,0.08975761340619041
cg20691205,0.19871423505519348,0.1464051398554784,0.22106896232498777,0.19871423505519348,0.1464051398554784,0.22106896232498777,-0.07466382246950937,0.07466382246950937
cg19497517,-0.30315701212069557,-0.2537219501215922,-0.3075082434731615,0.30315701212069557,0.2537219501215922,0.3075082434731615,0.053786293351569314,0.053786293351569314
cg02580626,-0.08680094084122861,-0.05865979792240401,-0.10115788916941987,0.08680094084122861,0.05865979792240401,0.10115788916941987,0.04249809124701586,0.04249809124701586
cg02945296,-0.04972872668891806,-0.05704733909958347,-0.02342114150704445,0.04972872668891806,0.05704733909958347,0.02342114150704445,-0.033626197592539014,0.033626197592539014
cg20937101,-0.05244275200941617,0.03082767701113606,-0.0747028411634356,0.05244275200941617,0.03082767701113606,0.0747028411634356,0.10553051817457167,0.10553051817457167
cg05929502,0.08603167680571541,-0.08744846360384646,0.010197083225946634,0.08603167680571541,0.08744846360384646,0.010197083225946634,-0.0976455468297931,0.0976455468297931
cg20048045,-0.10637974709971781,-0.09875208969920778,-0.10854217481519868,0.10637974709971781,0.09875208969920778,0.10854217481519868,0.009790085115990901,0.009790085115990901
cg20383064,-0.18689932902487727,-0.20583693696796534,-0.16944522385137128,0.18689932902487727,0.20583693696796534,0.16944522385137128,-0.03639171311659406,0.03639171311659406
cg21771125,-0.1294649888077302,-0.13189591106833282,-0.14296760813076467,0.1294649888077302,0.13189591106833282,0.14296760813076467,0.011071697062431857,0.011071697062431857
cg01997456,0.02963498121867744,0.01776509973195341,0.03989892849207183,0.02963498121867744,0.01776509973195341,0.03989892849207183,-0.022133828760118417,0.022133828760118417
cg23936402,-0.0800819914116075,-0.009716270190976895,-0.0717361189027738,0.0800819914116075,0.009716270190976895,0.0717361189027738,0.06201984871179691,0.06201984871179691
cg11412288,0.2926781282517182,0.24107353597309764,0.3237974814105866,0.2926781282517182,0.24107353597309764,0.3237974814105866,-0.08272394543748898,0.08272394543748898
cg19683608,-0.1554530480600826,-0.18076812231891198,-0.13238423556626294,0.1554530480600826,0.18076812231891198,0.13238423556626294,-0.04838388675264904,0.04838388675264904
cg01429844,-0.22130226627608984,-0.24768838038670307,-0.21032173989565597,0.22130226627608984,0.24768838038670307,0.21032173989565597,-0.0373666404910471,0.0373666404910471
cg07436753,-0.03207291679661878,-0.01753303006367256,-0.04642617353260638,0.03207291679661878,0.01753303006367256,0.04642617353260638,0.02889314346893382,0.02889314346893382
cg17099048,-0.0852783899285094,-0.09146654349335762,-0.10330837853805941,0.0852783899285094,0.09146654349335762,0.10330837853805941,0.011841835044701793,0.011841835044701793
cg25360929,0.07041813583677754,0.0860865320452809,0.08357328182413794,0.07041813583677754,0.0860865320452809,0.08357328182413794,0.0025132502211429597,0.0025132502211429597
cg02961934,-0.14748084515203547,-0.10466482856501151,-0.16292103384001208,0.14748084515203547,0.10466482856501151,0.16292103384001208,0.05825620527500057,0.05825620527500057
cg12147921,0.019870814749256914,-0.08631384638734665,0.0665372646281441,0.019870814749256914,0.08631384638734665,0.0665372646281441,-0.15285111101549076,0.15285111101549076
cg08022147,-0.13449095812623105,-0.13766929571277867,-0.1278114299643733,0.13449095812623105,0.13766929571277867,0.1278114299643733,-0.009857865748405359,0.009857865748405359
cg05591701,0.1346900056600227,0.06995897191626868,0.15616562405847612,0.1346900056600227,0.06995897191626868,0.15616562405847612,-0.08620665214220743,0.08620665214220743
cg10333594,0.07644048767113756,0.0962507037323059,0.058105374353257314,0.07644048767113756,0.0962507037323059,0.058105374353257314,0.03814532937904859,0.03814532937904859
cg04907173,0.10724788415618132,0.04551555036269882,0.13442246830971352,0.10724788415618132,0.04551555036269882,0.13442246830971352,-0.0889069179470147,0.0889069179470147
cg16404342,0.07331661118551729,0.006940496625684105,0.09238768745776112,0.07331661118551729,0.006940496625684105,0.09238768745776112,-0.08544719083207701,0.08544719083207701
ch.8.76350685F,-0.05771523242486933,0.012975895416890476,-0.019601792088320157,0.05771523242486933,0.012975895416890476,0.019601792088320157,0.03257768750521063,0.03257768750521063
cg05777594,-0.09397604279287196,-0.045552833445700686,-0.12799010233426478,0.09397604279287196,0.045552833445700686,0.12799010233426478,0.08243726888856409,0.08243726888856409
cg20425154,-0.15308120999468616,-0.1341301055423625,-0.16142215764908704,0.15308120999468616,0.1341301055423625,0.16142215764908704,0.027292052106724557,0.027292052106724557
cg20820107,0.11987306289696766,0.039528064919295475,0.16061394264875145,0.11987306289696766,0.039528064919295475,0.16061394264875145,-0.12108587772945598,0.12108587772945598
cg25025181,0.059525489613849306,-0.009923116953303885,0.08697029812168514,0.059525489613849306,0.009923116953303885,0.08697029812168514,-0.09689341507498903,0.09689341507498903
cg22799321,0.2371834596046615,0.19859112045345312,0.2485922926127547,0.2371834596046615,0.19859112045345312,0.2485922926127547,-0.05000117215930158,0.05000117215930158
cg02618553,0.14706714317077021,0.0594661760802168,0.1747830689005405,0.14706714317077021,0.0594661760802168,0.1747830689005405,-0.11531689282032369,0.11531689282032369
cg00941010,-0.028053787790672403,0.03449047885699739,-0.05509854915452079,0.028053787790672403,0.03449047885699739,0.05509854915452079,0.08958902801151818,0.08958902801151818
cg06734812,-0.12818336354652968,-0.08671610741745381,-0.13827343588840973,0.12818336354652968,0.08671610741745381,0.13827343588840973,0.051557328470955927,0.051557328470955927
cg04420309,0.24733953947211554,0.29505703242028625,0.24987850260587788,0.24733953947211554,0.29505703242028625,0.24987850260587788,0.04517852981440837,0.04517852981440837
cg01217745,0.17327946066275227,0.059633709244390945,0.22312365500606438,0.17327946066275227,0.059633709244390945,0.22312365500606438,-0.16348994576167342,0.16348994576167342
cg07610765,-0.19182192022216427,-0.050791447333817526,-0.2519023444932787,0.19182192022216427,0.050791447333817526,0.2519023444932787,0.20111089715946118,0.20111089715946118
cg05245430,-0.10317151132659974,-0.0825525895432405,-0.12641383857889701,0.10317151132659974,0.0825525895432405,0.12641383857889701,0.04386124903565651,0.04386124903565651
cg04321823,0.2143345724185488,0.1283721145640902,0.2617363211064422,0.2143345724185488,0.1283721145640902,0.2617363211064422,-0.13336420654235198,0.13336420654235198
cg07473599,-0.07390901075073869,-0.11205446803550057,-0.06076230346421979,0.07390901075073869,0.11205446803550057,0.06076230346421979,-0.051292164571280774,0.051292164571280774
cg09204145,-0.05691917612794784,-0.01112153161459547,-0.07311803356790172,0.05691917612794784,0.01112153161459547,0.07311803356790172,0.061996501953306256,0.061996501953306256
cg21951301,0.2768704666556975,0.15633668363597208,0.34224653764914326,0.2768704666556975,0.15633668363597208,0.34224653764914326,-0.18590985401317117,0.18590985401317117
cg06761719,0.1389051939761261,0.1239022064894908,0.15548940071052822,0.1389051939761261,0.1239022064894908,0.15548940071052822,-0.03158719422103742,0.03158719422103742
cg07989293,-0.11719578322603051,-0.1207212224473916,-0.10959518010038183,0.11719578322603051,0.1207212224473916,0.10959518010038183,-0.01112604234700977,0.01112604234700977
cg16832551,0.14614531911220502,0.03700890003723217,0.18276350569418573,0.14614531911220502,0.03700890003723217,0.18276350569418573,-0.14575460565695356,0.14575460565695356
cg03732545,0.20045172615243578,0.05705431842185641,0.25597655580433454,0.20045172615243578,0.05705431842185641,0.25597655580433454,-0.19892223738247813,0.19892223738247813
cg16579981,-0.19629867945434878,-0.13524870279142465,-0.21568800483733802,0.19629867945434878,0.13524870279142465,0.21568800483733802,0.08043930204591337,0.08043930204591337
cg02181506,-0.03838848476114783,-0.055311452991731666,-0.013237158819233642,0.03838848476114783,0.055311452991731666,0.013237158819233642,-0.04207429417249803,0.04207429417249803
cg27411906,0.08464185180765715,0.07675094945927248,0.08893203282164906,0.08464185180765715,0.07675094945927248,0.08893203282164906,-0.012181083362376582,0.012181083362376582
cg05493526,0.07360106488463632,0.08523447655698091,0.0809143571127364,0.07360106488463632,0.08523447655698091,0.0809143571127364,0.0043201194442445134,0.0043201194442445134
cg04896706,-0.05916093700261505,-0.10325240572952525,-0.05189395348486847,0.05916093700261505,0.10325240572952525,0.05189395348486847,-0.05135845224465678,0.05135845224465678
cg02251315,-0.11715171902376179,-0.11901214667606298,-0.11681331477804212,0.11715171902376179,0.11901214667606298,0.11681331477804212,-0.0021988318980208643,0.0021988318980208643
cg02836135,-0.07900708257527456,-0.04342825803651975,-0.10897876268969955,0.07900708257527456,0.04342825803651975,0.10897876268969955,0.0655505046531798,0.0655505046531798
cg15302376,0.18675710627603465,0.2769057938529421,0.13261502350543558,0.18675710627603465,0.2769057938529421,0.13261502350543558,0.14429077034750654,0.14429077034750654
cg12212453,0.1452664007624155,0.026100635056806546,0.17591723001734522,0.1452664007624155,0.026100635056806546,0.17591723001734522,-0.14981659496053867,0.14981659496053867
cg16150435,-0.07891412126099709,-0.0962143808299663,-0.08595617100825975,0.07891412126099709,0.0962143808299663,0.08595617100825975,-0.010258209821706554,0.010258209821706554
cg05655001,0.1505233247741757,0.11457392665491653,0.17229323531591256,0.1505233247741757,0.11457392665491653,0.17229323531591256,-0.05771930866099603,0.05771930866099603
cg26831119,0.19636252201380916,0.18682418535634207,0.19917778431024366,0.19636252201380916,0.18682418535634207,0.19917778431024366,-0.01235359895390159,0.01235359895390159
cg23555155,-0.056851071078581165,0.0047630977684071756,-0.07303104538601232,0.056851071078581165,0.0047630977684071756,0.07303104538601232,0.0777941431544195,0.0777941431544195
cg14018807,-0.022404663106532663,-0.02360046063994076,-0.03282201333799148,0.022404663106532663,0.02360046063994076,0.03282201333799148,0.009221552698050719,0.009221552698050719
cg27564716,0.07774471404323345,-0.1106249841183539,0.03241996643870622,0.07774471404323345,0.1106249841183539,0.03241996643870622,-0.14304495055706012,0.14304495055706012
cg20138604,0.020937764092742058,-0.07753106462569886,0.05039846175830807,0.020937764092742058,0.07753106462569886,0.05039846175830807,-0.12792952638400693,0.12792952638400693
cg06522288,0.3875224807109581,0.29460773434232673,0.4519375728320638,0.3875224807109581,0.29460773434232673,0.4519375728320638,-0.15732983848973708,0.15732983848973708
cg15999547,-0.028563344562221454,-0.06674528766405993,-0.021694297004384726,0.028563344562221454,0.06674528766405993,0.021694297004384726,-0.0450509906596752,0.0450509906596752
cg14929266,-0.010301790308042439,0.03800801609612869,-0.027770817677460403,0.010301790308042439,0.03800801609612869,0.027770817677460403,0.06577883377358909,0.06577883377358909
cg01068452,0.017235043108603264,0.0476390516184898,0.010878076911323949,0.017235043108603264,0.0476390516184898,0.010878076911323949,0.036760974707165855,0.036760974707165855
cg08770761,0.24562203948408373,0.21543505769662905,0.2554877860405811,0.24562203948408373,0.21543505769662905,0.2554877860405811,-0.04005272834395204,0.04005272834395204
cg13688783,-0.10477501885822556,-0.24774774518209508,-0.05856555243463302,0.10477501885822556,0.24774774518209508,0.05856555243463302,-0.18918219274746206,0.18918219274746206
cg18311384,-0.056971416972731566,-0.08226495912467245,-0.04316141279384509,0.056971416972731566,0.08226495912467245,0.04316141279384509,-0.03910354633082736,0.03910354633082736
